Customer ID,Gender,Senior Citizen,Dependents,Tenure(Months),Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn
9964-WBQDJ,Female,FALSE,FALSE,71,TRUE,TRUE,No,,,,,,,Two year,TRUE,Credit card (automatic),24.39999962,1725.400024,FALSE
6303-KFWSL,Female,FALSE,FALSE,29,TRUE,TRUE,DSL,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,One year,TRUE,Electronic check,55.25,1620.199951,FALSE
1702-CCFNJ,Male,FALSE,FALSE,52,TRUE,TRUE,DSL,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-month,FALSE,Bank transfer (automatic),61.34999847,3169.550049,FALSE
8932-CZHRQ,Male,FALSE,FALSE,68,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,One year,FALSE,Credit card (automatic),76.75,5233.25,FALSE
0386-CWRGM,Female,FALSE,TRUE,46,TRUE,FALSE,No,,,,,,,Two year,FALSE,Mailed check,19.39999962,967.8499756,FALSE
5515-RUGKN,Male,FALSE,FALSE,8,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Credit card (automatic),54.75,438.0499878,FALSE
0404-AHASP,Male,FALSE,FALSE,72,TRUE,FALSE,No,,,,,,,Two year,FALSE,Credit card (automatic),19.70000076,1421.900024,FALSE
7279-NMVJC,Female,FALSE,FALSE,17,TRUE,FALSE,No,,,,,,,One year,FALSE,Bank transfer (automatic),19.89999962,323.1499939,FALSE
2081-VEYEH,Male,FALSE,FALSE,3,TRUE,FALSE,Fiber optic,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,107.9499969,318.6000061,FALSE
6407-UTSLV,Female,TRUE,FALSE,2,TRUE,FALSE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),83.80000305,163.6999969,FALSE
4116-TZAQJ,Female,FALSE,FALSE,9,TRUE,FALSE,Fiber optic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),74.25,639.6500244,TRUE
9060-HJJRW,Female,FALSE,FALSE,51,FALSE,,DSL,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,One year,TRUE,Credit card (automatic),56.40000153,2928.5,FALSE
2587-YNLES,Female,FALSE,TRUE,6,TRUE,FALSE,No,,,,,,,Two year,FALSE,Mailed check,20.10000038,100.3499985,FALSE
7398-SKNQZ,Female,FALSE,FALSE,3,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,FALSE,Electronic check,94.90000153,273.2000122,FALSE
5935-FCCNB,Female,TRUE,FALSE,17,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,94.19999695,1608.150024,FALSE
1958-RNRKS,Male,FALSE,FALSE,30,TRUE,TRUE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,49.90000153,1441.949951,FALSE
5136-RGMZO,Male,FALSE,FALSE,31,TRUE,TRUE,DSL,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Month-to-month,TRUE,Electronic check,71.05000305,2168.149902,FALSE
8345-MVDYC,Female,FALSE,FALSE,45,TRUE,FALSE,DSL,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Two year,FALSE,Bank transfer (automatic),81.65000153,3618.699951,FALSE
8226-BXGES,Male,FALSE,FALSE,64,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,One year,FALSE,Bank transfer (automatic),89.44999695,5692.649902,FALSE
3877-JRJIP,Male,FALSE,FALSE,1,TRUE,TRUE,DSL,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Electronic check,59.84999847,59.84999847,TRUE
8375-DKEBR,Female,TRUE,FALSE,1,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,69.59999847,69.59999847,TRUE
9705-IOVQQ,Male,TRUE,TRUE,61,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,One year,FALSE,Electronic check,99,5969.299805,FALSE
1015-OWJKI,Male,FALSE,FALSE,1,TRUE,FALSE,No,,,,,,,Month-to-month,FALSE,Mailed check,19.04999924,19.04999924,FALSE
7511-YMXVQ,Male,FALSE,FALSE,9,FALSE,,DSL,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,45.40000153,418.7999878,TRUE
2040-XBAVJ,Male,FALSE,TRUE,72,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,FALSE,Bank transfer (automatic),114.4499969,8100.549805,FALSE
7551-JOHTI,Female,FALSE,FALSE,1,TRUE,FALSE,No,,,,,,,Month-to-month,FALSE,Mailed check,19.5,19.5,TRUE
8887-IPQNC,Female,FALSE,FALSE,7,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,44.25,313.4500122,FALSE
8646-JCOMS,Female,FALSE,FALSE,66,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,One year,TRUE,Bank transfer (automatic),90.55000305,6130.950195,FALSE
9804-ICWBG,Male,FALSE,FALSE,1,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,69.90000153,69.90000153,TRUE
1222-KJNZD,Male,FALSE,TRUE,40,TRUE,FALSE,No,,,,,,,Month-to-month,TRUE,Bank transfer (automatic),20.39999962,745.2999878,FALSE
0106-GHRQR,Male,FALSE,FALSE,16,TRUE,TRUE,DSL,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Bank transfer (automatic),71.40000153,1212.099976,FALSE
5318-IXUZF,Female,FALSE,FALSE,2,TRUE,FALSE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),87.15000153,183.75,TRUE
3768-VHXQO,Male,FALSE,FALSE,67,TRUE,TRUE,No,,,,,,,Two year,FALSE,Credit card (automatic),24.85000038,1583.5,FALSE
8952-WCVCD,Female,FALSE,FALSE,41,TRUE,FALSE,Fiber optic,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,One year,TRUE,Bank transfer (automatic),104.4499969,4162.049805,FALSE
2418-TPEUN,Female,FALSE,TRUE,56,TRUE,FALSE,No,,,,,,,Two year,TRUE,Credit card (automatic),19.79999924,1119.900024,FALSE
3963-RYFNS,Female,FALSE,FALSE,72,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Bank transfer (automatic),116.4499969,8013.549805,FALSE
3198-VELRD,Female,FALSE,TRUE,3,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Bank transfer (automatic),84.75,264.8500061,TRUE
8540-ZQGEA,Female,FALSE,FALSE,54,TRUE,FALSE,No,,,,,,,Two year,FALSE,Credit card (automatic),20.04999924,1102.400024,FALSE
1320-REHCS,Male,TRUE,FALSE,52,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,110.75,5832,FALSE
4137-JOPHL,Female,FALSE,FALSE,50,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Two year,TRUE,Bank transfer (automatic),89.69999695,4304.5,FALSE
9436-ZBZCT,Male,FALSE,FALSE,14,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Month-to-month,TRUE,Electronic check,89.94999695,1178.400024,TRUE
7801-CEDNV,Male,FALSE,FALSE,27,TRUE,FALSE,DSL,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,One year,FALSE,Credit card (automatic),48.70000076,1421.75,FALSE
2057-BOYKM,Female,TRUE,FALSE,72,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Two year,TRUE,Bank transfer (automatic),96.59999847,6827.5,FALSE
3658-QQJYD,Male,FALSE,FALSE,62,TRUE,FALSE,DSL,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,One year,TRUE,Credit card (automatic),74.30000305,4698.049805,FALSE
1803-BGNBD,Female,FALSE,FALSE,12,TRUE,FALSE,DSL,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,54.29999924,654.5,FALSE
0134-XWXCE,Female,TRUE,FALSE,44,TRUE,FALSE,DSL,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,One year,FALSE,Bank transfer (automatic),74.84999847,3268.050049,FALSE
6950-TWMYB,Male,FALSE,TRUE,54,TRUE,FALSE,Fiber optic,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Two year,TRUE,Bank transfer (automatic),79.94999695,4362.049805,FALSE
5848-FHRFC,Female,FALSE,FALSE,68,TRUE,FALSE,No,,,,,,,Two year,FALSE,Bank transfer (automatic),20.04999924,1386.900024,FALSE
2243-FNMMI,Male,FALSE,FALSE,20,TRUE,FALSE,No,,,,,,,Month-to-month,FALSE,Mailed check,19.39999962,415.3999939,FALSE
2511-MORQY,Male,FALSE,TRUE,50,TRUE,TRUE,DSL,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,One year,FALSE,Bank transfer (automatic),54.90000153,2614.100098,FALSE
5356-KZCKT,Male,FALSE,FALSE,58,TRUE,TRUE,No,,,,,,,Two year,TRUE,Credit card (automatic),24.45000076,1513.599976,FALSE
9470-XCCEM,Male,FALSE,TRUE,35,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),89.65000153,3161.600098,FALSE
6519-CFDBX,Female,FALSE,FALSE,2,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,45.40000153,80.94999695,FALSE
3902-MIVLE,Male,FALSE,TRUE,63,TRUE,TRUE,DSL,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Two year,FALSE,Mailed check,75.69999695,4676.700195,FALSE
0409-WTMPL,Female,FALSE,FALSE,58,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,One year,TRUE,Credit card (automatic),110.6500015,6526.649902,FALSE
8763-KIAFH,Female,FALSE,TRUE,27,TRUE,FALSE,No,,,,,,,One year,TRUE,Mailed check,20.54999924,583.2999878,FALSE
3669-WHAFY,Female,FALSE,FALSE,71,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Credit card (automatic),115.1500015,8078.100098,FALSE
3055-VTCGS,Female,FALSE,FALSE,63,TRUE,FALSE,DSL,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,One year,FALSE,Credit card (automatic),58.54999924,3503.5,FALSE
3144-KMTWZ,Male,FALSE,FALSE,71,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Bank transfer (automatic),93.25,6669.450195,FALSE
7279-BUYWN,Female,TRUE,FALSE,41,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,113.1999969,4689.5,TRUE
7156-MHUGY,Male,TRUE,FALSE,13,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,90.5,1201.150024,TRUE
7198-GLXTC,Male,FALSE,FALSE,2,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-month,FALSE,Electronic check,79,143.6499939,TRUE
2007-QVGAW,Female,FALSE,TRUE,68,TRUE,FALSE,No,,,,,,,Two year,TRUE,Bank transfer (automatic),19.35000038,1292.650024,FALSE
5207-PLSTK,Male,FALSE,TRUE,1,TRUE,FALSE,DSL,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,48.75,48.75,FALSE
2307-FYNNL,Male,TRUE,FALSE,65,TRUE,TRUE,Fiber optic,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Electronic check,109.0500031,7108.200195,FALSE
5605-XNWEN,Male,TRUE,FALSE,72,TRUE,TRUE,No,,,,,,,Two year,TRUE,Bank transfer (automatic),25,1802.550049,FALSE
2155-AMQRX,Female,FALSE,FALSE,28,TRUE,TRUE,DSL,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),54.90000153,1505.150024,FALSE
6181-AXXYF,Male,FALSE,TRUE,72,TRUE,TRUE,No,,,,,,,Two year,FALSE,Credit card (automatic),24.75,1859.099976,FALSE
5091-HFAZW,Female,FALSE,FALSE,2,TRUE,FALSE,Fiber optic,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Electronic check,91.15000153,168.5,FALSE
0516-VRYBW,Female,FALSE,TRUE,18,TRUE,FALSE,No,,,,,,,One year,FALSE,Bank transfer (automatic),20.14999962,390.8500061,TRUE
2519-LBNQL,Male,TRUE,FALSE,60,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,One year,TRUE,Electronic check,104.3499985,6339.450195,FALSE
8623-ULFNQ,Female,TRUE,FALSE,26,TRUE,TRUE,DSL,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,66.05000305,1652.400024,FALSE
8380-PEFPE,Male,FALSE,TRUE,1,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,71.65000153,71.65000153,TRUE
5687-DKDTV,Female,FALSE,FALSE,4,TRUE,FALSE,No,,,,,,,Month-to-month,FALSE,Mailed check,20.35000038,77.5,TRUE
1568-LJSZU,Male,FALSE,TRUE,68,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Credit card (automatic),92.19999695,6392.850098,FALSE
7530-HDYDS,Female,FALSE,FALSE,38,TRUE,FALSE,Fiber optic,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),84.25,3264.5,TRUE
7789-HKSBS,Female,TRUE,FALSE,42,TRUE,TRUE,Fiber optic,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,One year,TRUE,Bank transfer (automatic),105.1999969,4599.149902,FALSE
7416-CKTEP,Female,FALSE,FALSE,57,TRUE,FALSE,No,,,,,,,Two year,TRUE,Bank transfer (automatic),19.60000038,1134.25,FALSE
2586-CWXVV,Male,FALSE,FALSE,54,FALSE,,DSL,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,30.39999962,1621.349976,FALSE
3096-IZETN,Female,FALSE,FALSE,12,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,FALSE,Bank transfer (automatic),78.09999847,947.2999878,TRUE
2348-KCJLT,Female,FALSE,FALSE,44,TRUE,FALSE,DSL,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,One year,TRUE,Mailed check,61.5,2722.199951,FALSE
8401-EMUWF,Male,FALSE,TRUE,42,TRUE,TRUE,DSL,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),69.40000153,3058.300049,FALSE
4193-IBKSW,Male,FALSE,TRUE,72,TRUE,TRUE,No,,,,,,,Two year,FALSE,Bank transfer (automatic),24.75,1769.599976,FALSE
5377-NDTOU,Female,FALSE,TRUE,71,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,FALSE,Mailed check,91.05000305,6293.75,FALSE
5922-ABDVO,Female,FALSE,FALSE,19,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Month-to-month,FALSE,Mailed check,89.65000153,1761.050049,TRUE
2474-LCNUE,Female,FALSE,FALSE,23,TRUE,TRUE,DSL,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-month,TRUE,Credit card (automatic),73.65000153,1642.75,FALSE
0839-QNXME,Female,FALSE,FALSE,30,TRUE,FALSE,No,,,,,,,Two year,FALSE,Credit card (automatic),19.39999962,578.5,FALSE
3506-OVLKD,Male,FALSE,FALSE,35,TRUE,TRUE,No,,,,,,,One year,FALSE,Bank transfer (automatic),26.20000076,954.9000244,FALSE
9172-ANCRX,Female,FALSE,FALSE,10,TRUE,TRUE,Fiber optic,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,98.69999695,973.25,TRUE
6650-VJONK,Male,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),43.84999847,43.84999847,FALSE
2178-PMGCJ,Male,FALSE,FALSE,22,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,69.69999695,1490.400024,FALSE
7492-TAFJD,Male,FALSE,TRUE,7,FALSE,,DSL,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Two year,FALSE,Mailed check,38.54999924,280,FALSE
2773-MADBQ,Female,FALSE,FALSE,36,FALSE,,DSL,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Two year,TRUE,Mailed check,53.09999847,1901.25,FALSE
6016-LVTJQ,Female,FALSE,TRUE,34,TRUE,FALSE,No,,,,,,,Month-to-month,FALSE,Mailed check,20.64999962,716.4000244,FALSE
7860-KSUGX,Male,FALSE,TRUE,72,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Two year,FALSE,Credit card (automatic),64.44999695,4720,FALSE
8966-KZXXA,Male,FALSE,TRUE,36,TRUE,TRUE,No,,,,,,,Two year,FALSE,Credit card (automatic),25.10000038,930.9500122,FALSE
6910-HADCM,Female,FALSE,FALSE,1,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,76.34999847,76.34999847,TRUE
4816-LXZYW,Female,FALSE,FALSE,23,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,79.15000153,1676.949951,TRUE
9606-PBKBQ,Male,TRUE,FALSE,32,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,85,2642.050049,TRUE
5149-QYTTU,Female,FALSE,TRUE,71,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,One year,TRUE,Credit card (automatic),95.15000153,6770.850098,FALSE
2070-XYMFH,Female,TRUE,FALSE,23,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,79.34999847,1835.300049,FALSE
2085-BOJKI,Male,FALSE,FALSE,17,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,One year,TRUE,Bank transfer (automatic),96.65000153,1588.25,FALSE
0817-HSUSE,Male,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,75.5,75.5,FALSE
5442-PPTJY,Male,FALSE,TRUE,12,TRUE,FALSE,No,,,,,,,Two year,FALSE,Mailed check,19.70000076,258.3500061,FALSE
1927-QEWMY,Female,FALSE,FALSE,72,TRUE,FALSE,No,,,,,,,Two year,FALSE,Credit card (automatic),20.5,1502.25,FALSE
1663-MHLHE,Male,FALSE,FALSE,1,TRUE,FALSE,No,,,,,,,Month-to-month,FALSE,Mailed check,19.20000076,19.20000076,FALSE
5663-QBGIS,Male,TRUE,FALSE,72,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Two year,FALSE,Bank transfer (automatic),98.34999847,6929.399902,FALSE
4450-MDZFX,Male,FALSE,TRUE,60,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Bank transfer (automatic),74.34999847,4453.299805,FALSE
6701-DHKWQ,Female,FALSE,TRUE,61,FALSE,,DSL,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Two year,FALSE,Credit card (automatic),51.34999847,3244.399902,FALSE
7554-AKDQF,Female,FALSE,FALSE,6,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Mailed check,45.65000153,323.4500122,FALSE
3536-IQCTX,Male,TRUE,FALSE,32,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,FALSE,Electronic check,85.30000305,2661.100098,TRUE
4911-BANWH,Female,FALSE,TRUE,31,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Credit card (automatic),86.55000305,2697.399902,TRUE
8496-EJAUI,Male,FALSE,FALSE,19,TRUE,FALSE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),73.84999847,1424.5,TRUE
0794-YVSGE,Male,FALSE,TRUE,72,TRUE,FALSE,No,,,,,,,Two year,FALSE,Bank transfer (automatic),20.29999924,1401.150024,FALSE
5423-BHIXO,Female,FALSE,FALSE,32,TRUE,TRUE,DSL,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,54.20000076,1739.599976,FALSE
6908-VVYHM,Male,FALSE,FALSE,65,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,90.65000153,5931,FALSE
2959-EEXWB,Female,FALSE,TRUE,45,FALSE,,DSL,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Bank transfer (automatic),50.90000153,2333.850098,FALSE
1839-UMACK,Male,FALSE,FALSE,42,TRUE,TRUE,No,,,,,,,One year,FALSE,Electronic check,25.04999924,949.8499756,FALSE
3030-YDNRM,Male,FALSE,FALSE,8,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,74.84999847,572.4500122,FALSE
7321-KKSDU,Male,FALSE,TRUE,32,TRUE,FALSE,No,,,,,,,Two year,FALSE,Mailed check,20.5,696.7999878,FALSE
3402-XRIUO,Female,TRUE,FALSE,22,TRUE,TRUE,DSL,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,63.54999924,1381.800049,FALSE
3132-TVFDZ,Male,TRUE,FALSE,57,FALSE,,DSL,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,44.84999847,2572.949951,TRUE
8286-AFUYI,Male,FALSE,FALSE,1,TRUE,FALSE,DSL,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,47.95000076,47.95000076,FALSE
8080-DDEMJ,Male,TRUE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,45.09999847,45.09999847,TRUE
8356-WUAOJ,Female,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,45,45,FALSE
6365-MTGZX,Male,FALSE,FALSE,24,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,96,2122.449951,TRUE
1349-WXNGG,Male,FALSE,FALSE,1,TRUE,FALSE,No,,,,,,,Month-to-month,FALSE,Bank transfer (automatic),20.04999924,20.04999924,TRUE
8058-DMYRU,Male,TRUE,FALSE,54,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,90.05000305,4931.799805,FALSE
9350-ZXYJC,Female,FALSE,FALSE,4,TRUE,TRUE,No,,,,,,,Two year,TRUE,Credit card (automatic),25.29999924,116.9499969,FALSE
6990-YNRIO,Male,FALSE,TRUE,65,TRUE,TRUE,Fiber optic,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Two year,FALSE,Bank transfer (automatic),108.6500015,6937.950195,TRUE
8958-JPTRR,Female,FALSE,FALSE,56,TRUE,TRUE,No,,,,,,,One year,FALSE,Electronic check,24.29999924,1261.699951,FALSE
6959-GQEGV,Male,FALSE,FALSE,45,TRUE,FALSE,DSL,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,75.94999695,3273.800049,FALSE
3173-WSSUE,Female,FALSE,TRUE,71,TRUE,FALSE,No,,,,,,,Two year,FALSE,Credit card (automatic),19.70000076,1415.849976,FALSE
1265-HVPZB,Male,FALSE,FALSE,59,TRUE,FALSE,DSL,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,One year,FALSE,Credit card (automatic),66.40000153,3958.199951,FALSE
4115-UMJFQ,Male,FALSE,FALSE,69,FALSE,,DSL,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,One year,TRUE,Bank transfer (automatic),35.75,2492.25,FALSE
7369-TRPFD,Male,FALSE,FALSE,19,TRUE,FALSE,No,,,,,,,One year,FALSE,Mailed check,18.79999924,279.2000122,FALSE
1098-KFQEC,Female,FALSE,TRUE,55,TRUE,FALSE,No,,,,,,,Two year,FALSE,Credit card (automatic),19.39999962,1083,FALSE
7190-XHTWJ,Female,FALSE,FALSE,38,TRUE,FALSE,No,,,,,,,One year,FALSE,Mailed check,19.29999924,755.5,FALSE
0621-TWIEM,Male,FALSE,FALSE,10,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,45.54999924,402.6000061,TRUE
3537-RYBHH,Female,TRUE,FALSE,47,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),67.44999695,3252,FALSE
2485-ITVKB,Female,FALSE,FALSE,2,FALSE,,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,35.09999847,68.75,TRUE
3669-OYSJI,Male,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Credit card (automatic),46.20000076,46.20000076,TRUE
1612-EOHDH,Female,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,45.15000153,45.15000153,TRUE
